Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
2007,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,21,0,0
2008,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,26,1,4
2009,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,16,1,6
2009,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,16,0,0
2010,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,15,0,0
2005,Spring,CALS,A E,403,SYS MODELG&CONTROLS,4,0,0
2007,Spring,CALS,A E,403,SYS MODELG&CONTROLS,2,1,50
2009,Spring,CALS,A E,403,SYS MODELG&CONTROLS,2,0,0
2011,Spring,CALS,A E,403,SYS MODELG&CONTROLS,1,0,0
2013,Spring,CALS,A E,403,MODEL&CNTRLS AG SYS,6,2,33
2003,Fall,CALS,A E,404,A B E INSTRUMENTATN,10,0,0
2004,Fall,CALS,A E,404,A B E INSTRUMENTATN,22,0,0
2005,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
2006,Fall,CALS,A E,404,A B E INSTRUMENTATN,15,1,7
2007,Fall,CALS,A E,404,A B E INSTRUMENTATN,23,0,0
2008,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
2009,Fall,CALS,A E,404,A B E INSTRUMENTATN,38,0,0
2010,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
2011,Fall,CALS,A E,404,A B E INSTRUMENTATN,38,1,3
2012,Fall,CALS,A E,404,A B E INSTRUMENTATN,32,0,0
2013,Fall,CALS,A E,404,A B E INSTRUMENTATN,31,0,0
2003,Fall,CALS,A E,405,GIS &NAT RESRCE MGT,1,1,100
2007,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,1,0,0
2008,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,2,0,0
2009,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,4,0,0
2010,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,3,0,0
2011,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,5,4,80
2012,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,6,1,17
2013,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,2,1,50
2012,Spring,CALS,A E,410,ELE SYS INTEGRAT AG,16,0,0
2013,Spring,CALS,A E,410,ELE SYS INTEGRAT AG,8,0,0
2009,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,1,13
2010,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,0,0
2011,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,7,0,0
2009,Fall,CALS,A E,411,BIOPROCES&BIOPRODCT,4,0,0
2012,Fall,CALS,A E,411,BIOPROCES&BIOPRODCT,2,0,0
2003,Fall,CALS,A E,413,FLUID PWR CIRCUITS,16,0,0
2004,Fall,CALS,A E,413,FLUID POWR CIRCUITS,32,0,0
2005,Fall,CALS,A E,413,FLUID POWER ENGR,23,2,9
2006,Fall,CALS,A E,413,FLUID POWER ENGR,17,0,0
2007,Fall,CALS,A E,413,FLUID POWER ENGR,20,1,5
2008,Fall,CALS,A E,413,FLUID POWER ENGR,24,1,4
2009,Fall,CALS,A E,413,FLUID POWER ENGR,26,0,0
2010,Fall,CALS,A E,413,FLUID POWER ENGR,12,0,0
2011,Fall,CALS,A E,413,FLUID POWER ENGR,39,1,3
2012,Fall,CALS,A E,413,FLUID POWER ENGR,21,1,5
2013,Fall,CALS,A E,413,FLUID POWER ENGR,19,1,5
2003,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,12,0,0
2004,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,30,0,0
2005,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,19,0,0
2005,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,6,1,17
2006,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,14,0,0
2006,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,9,0,0
2007,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,20,0,0
2007,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,6,0,0
2008,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,13,0,0
2008,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,17,0,0
2009,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,28,0,0
2009,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,15,0,0
2010,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,18,0,0
2010,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,8,0,0
2011,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,26,0,0
2011,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,7,0,0
2012,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,15,0,0
2012,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,7,0,0
2013,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,14,0,0
2013,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,10,0,0
2014,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,8,0,0
2003,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
2004,Fall,CALS,A E,416,AG ENGR DESIGN II,3,0,0
2004,Spring,CALS,A E,416,AG ENGR DESIGN II,11,0,0
2005,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
2005,Spring,CALS,A E,416,AG ENGR DESIGN II,27,0,0
2006,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
2006,Spring,CALS,A E,416,AG ENGR DESIGN II,18,0,0
2007,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
2007,Spring,CALS,A E,416,AG ENGR DESIGN II,17,0,0
2008,Fall,CALS,A E,416,AG ENGR DESIGN II,18,0,0
2008,Spring,CALS,A E,416,AG ENGR DESIGN II,17,0,0
2009,Fall,CALS,A E,416,AG ENGR DESIGN II,13,0,0
2009,Spring,CALS,A E,416,AG ENGR DESIGN II,14,0,0
2010,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
2010,Spring,CALS,A E,416,AG ENGR DESIGN II,27,0,0
2011,Fall,CALS,A E,416,AG ENGR DESIGN II,8,0,0
2011,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
2012,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
2012,Spring,CALS,A E,416,AG ENGR DESIGN II,26,0,0
2013,Fall,CALS,A E,416,AG ENGR DESIGN II,10,0,0
2013,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
2014,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
2004,Fall,CALS,A E,421,NAT RESOURC CONSERV,13,1,8
2013,Summer,CALS,A E,423X,ENERGY&THE ENVIRNMT,4,0,0
2014,Summer,CALS,A E,423X,ENERGY&THE ENVIRNMT,10,0,0
2013,Spring,CALS,A E,424A,AIR POLLUT AIR QUAL,2,0,0
2014,Spring,CALS,A E,424A,AIR POLLUT AIR QUAL,5,0,0
2013,Spring,CALS,A E,424B,AIR POLLUT &CLIMATE,3,0,0
2014,Spring,CALS,A E,424B,AIR POLLUT &CLIMATE,3,1,33
2014,Spring,CALS,A E,424C,AIR POLLU&TRANSPRTN,1,0,0
2013,Spring,CALS,A E,424E,AIR POLLUT AG SOURC,2,0,0
2014,Spring,CALS,A E,424E,AIR POLLUT AG SOURC,2,0,0
2005,Fall,CALS,A E,431,NAT RESOURC CONSERV,11,1,9
2006,Fall,CALS,A E,431,NAT RESOURC CONSERV,11,0,0
2007,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,8,0,0
2008,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,10,1,10
2009,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,16,0,0
2010,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,8,0,0
2011,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,14,2,14
2012,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,14,0,0
2012,Spring,CALS,A E,431,SOIL&WTR CONSRVSYS,2,0,0
2013,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,4,1,25
2014,Spring,CALS,A E,431,SOIL&WTR CONSRVSYS,1,0,0
2009,Spring,CALS,A E,432X,NONPNT SRC POLLU&CN,1,1,100
2011,Spring,CALS,A E,432X,NONPNT SRC POLLU&CN,4,1,25
2010,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,6,0,0
2012,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,4,0,0
2014,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,4,1,25
2007,Spring,CALS,A E,436X,SOIL&WTR MONITR SYS,1,1,100
2003,Fall,CALS,A E,441,CROP HARVESTING DYN,2,0,0
2003,Fall,CALS,A E,447,PWR&CONTROL HYDRAUL,18,2,11
2004,Fall,CALS,A E,447,PWR&CONTROL HYDRAUL,33,0,0
2009,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
2010,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
2012,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,7,0,0
2013,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,9,0,0
2011,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
2012,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
2014,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
2004,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,9,0,0
2005,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
2006,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
2007,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,12,0,0
2008,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,9,1,11
2009,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
2010,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,0,0
2011,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,14,0,0
2012,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,2,13
2013,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,16,0,0
2014,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,25,0,0
2004,Spring,CALS,A E,472,ENVIR MODIF SYS BIO,4,0,0
2005,Spring,CALS,A E,472,ENVIR MODIF SYS BIO,5,0,0
2006,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,8,1,13
2008,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,15,0,0
2010,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,24,0,0
2012,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,30,4,13
2014,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,8,2,25
2005,Spring,CALS,A E,478,DESIGN AG STRUCTRES,19,1,5
2007,Spring,CALS,A E,478,DESIGN AG STRUCTRES,21,0,0
2009,Spring,CALS,A E,478,DESIGN AG STRUCTRES,21,1,5
2011,Spring,CALS,A E,478,WOOD-FRM STRUC DSGN,15,1,7
2013,Spring,CALS,A E,478,WOOD-FRM STRUC DSGN,17,0,0
2006,Spring,CALS,A E,480,QUANTIFCTN BIO PROC,10,0,0
2007,Fall,CALS,A E,480,ENGR ANALY BIOL SYS,3,0,0
2008,Fall,CALS,A E,480,ENGR ANALY BIOL SYS,7,0,0
2004,Fall,CALS,A E,490B,IND STD BIOSYS ENGR,3,0,0
2009,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,1,0,0
2010,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,3,0,0
2003,Fall,CALS,A E,490C,IND STD CPTR-A DSGN,5,0,0
2004,Fall,CALS,A E,490C,IND STD CPTR-A DSGN,1,0,0
2004,Spring,CALS,A E,490C,IND STD CPTR-A DSGN,13,1,8
2005,Fall,CALS,A E,490C,IND STD CPTR-A DSGN,4,0,0
2005,Spring,CALS,A E,490C,IND STD CPTR-A DSGN,4,1,25
2006,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,5,0,0
2007,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,3,0,0
2008,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,2,0,0
2003,Summer,INDIS,A E,490C,IND STD CPTR-A DSGN,1,0,0
2003,Fall,CALS,A E,490E,IND STD ENVIR SYSTS,1,0,0
2004,Fall,CALS,A E,490E,IND STD ENVIR SYSTS,1,0,0
2005,Spring,CALS,A E,490E,IND STD ENVIR SYSTS,3,0,0
2006,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2007,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2008,Summer,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2008,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2009,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2009,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2011,Summer,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
2011,Fall,CALS,A E,490F,IND STUDY FOOD ENGR,1,0,0
2005,Spring,CALS,A E,490H,INDEP STUDY HONORS,2,0,0
2006,Fall,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
2006,Spring,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
2013,Spring,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
2003,Fall,CALS,A E,490P,IND STDY POWR &MACH,1,0,0
2004,Fall,CALS,A E,490P,IND STDY POWR &MACH,2,0,0
2004,Spring,CALS,A E,490P,IND STDY POWR &MACH,5,0,0
2005,Fall,CALS,A E,490P,IND STDY POWER ENGR,5,0,0
2005,Spring,CALS,A E,490P,IND STDY POWR &MACH,5,0,0
2006,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2006,Spring,CALS,A E,490P,IND STDY POWER ENGR,3,1,33
2007,Summer,CALS,A E,490P,IND STDY POWER ENGR,1,1,100
2007,Fall,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
2007,Spring,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
2008,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2008,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2009,Fall,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
2009,Spring,CALS,A E,490P,IND STDY POWER ENGR,5,0,0
2010,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2011,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2012,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2012,Spring,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
2013,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
2003,Fall,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
2004,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
2007,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
2012,Fall,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
2013,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
2004,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2006,Summer,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2007,Summer,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2008,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2009,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2010,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2012,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
2004,Fall,CALS,A E,490S,IND STD ENVIR&N RES,1,0,0
2004,Spring,CALS,A E,490S,IND STD ENVIR&N RES,1,0,0
2005,Fall,CALS,A E,490S,IND STD ENVIR&N RES,2,0,0
2005,Spring,CALS,A E,490S,IND STD ENVIR&N RES,2,1,50
2006,Fall,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
2006,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
2007,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
2008,Fall,CALS,A E,490S,IND STU ENVIR&N RES,7,0,0
2009,Fall,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
2009,Spring,CALS,A E,490S,IND STU ENVIR&N RES,9,0,0
2010,Fall,CALS,A E,490S,IND STU ENVIR&N RES,7,0,0
2010,Spring,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
2011,Fall,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
2011,Spring,CALS,A E,490S,IND STU ENVIR&N RES,9,0,0
2012,Fall,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
2012,Spring,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
2013,Fall,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
2013,Spring,CALS,A E,490S,IND STU ENVIR&N RES,2,1,50
2014,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
2009,Spring,CALS,A E,490U,IND STUDY WASTE MGT,1,0,0
2011,Summer,CALS,A E,496C,A E&BIOS POST-TRAVL,2,0,0
2010,Spring,CALS,A E,496X,AG&BIOSYS ENGR TRVL,1,1,100
2003,Summer,INDIS,A ECL,120,INTR RENEW RESOURCS,9,0,0
2004,Spring,CALS,A ECL,130,WILDLIFE&AGRICULTUR,68,27,40
2005,Spring,CALS,A ECL,130,WILDLIFE&AGRICULTUR,43,3,7
2003,Fall,CALS,A ECL,211,ANIMAL ECOL CAREERS,60,3,5
2004,Fall,CALS,A ECL,211,ANIMAL ECOL CAREERS,66,0,0
2004,Spring,CALS,A ECL,211,ANIMAL ECOL CAREERS,37,0,0
2005,Spring,CALS,A ECL,211,ANIMAL ECOL CAREERS,37,0,0
2017,Spring,CALS,A ECL,231X,PRIN WLDLF&F CONSRV,7,0,0
2018,Spring,CALS,A ECL,231X,PRIN WLDLF&F CONSRV,11,1,9
2003,Fall,CALS,A ECL,310,VERTEBRATE BIOLOGY,115,35,30
2004,Fall,CALS,A ECL,310,VERTEBRATE BIOLOGY,115,28,24
2003,Fall,CALS,A ECL,312,ECOLOGY,81,21,26
2004,Summer,CALS,A ECL,312,ECOLOGY,5,0,0
2004,Fall,CALS,A ECL,312,ECOLOGY,93,13,14
2005,Summer,CALS,A ECL,312,ECOLOGY,2,0,0
2005,Fall,CALS,A ECL,312,ECOLOGY,64,18,28
2006,Summer,CALS,A ECL,312,ECOLOGY,3,0,0
2006,Fall,CALS,A ECL,312,ECOLOGY,82,25,30
2007,Summer,CALS,A ECL,312,ECOLOGY,9,1,11
2007,Fall,CALS,A ECL,312,ECOLOGY,73,20,27
2008,Summer,CALS,A ECL,312,ECOLOGY,5,1,20
2008,Fall,CALS,A ECL,312,ECOLOGY,60,12,20
2009,Summer,CALS,A ECL,312,ECOLOGY,8,1,13
2009,Fall,CALS,A ECL,312,ECOLOGY,98,25,26
2010,Summer,CALS,A ECL,312,ECOLOGY,9,2,22
2010,Fall,CALS,A ECL,312,ECOLOGY,92,20,22
2011,Summer,CALS,A ECL,312,ECOLOGY,11,3,27
2011,Fall,CALS,A ECL,312,ECOLOGY,88,24,27
2012,Summer,CALS,A ECL,312,ECOLOGY,12,1,8
2012,Fall,CALS,A ECL,312,ECOLOGY,85,25,29
2013,Summer,CALS,A ECL,312,ECOLOGY,13,2,15
2013,Fall,CALS,A ECL,312,ECOLOGY,110,22,20
2014,Summer,CALS,A ECL,312,ECOLOGY,6,2,33
2014,Fall,CALS,A ECL,312,ECOLOGY,111,26,23
2015,Summer,CALS,A ECL,312,ECOLOGY,9,1,11
2015,Fall,CALS,A ECL,312,ECOLOGY,127,30,24
2016,Summer,CALS,A ECL,312,ECOLOGY,9,0,0
2016,Fall,CALS,A ECL,312,ECOLOGY,118,24,20
2017,Summer,CALS,A ECL,312,ECOLOGY,8,3,38
2017,Fall,CALS,A ECL,312,ECOLOGY,104,23,22
2018,Summer,CALS,A ECL,312,ECOLOGY,8,1,13
2003,Summer,INDIS,A ECL,312,ECOLOGY,8,0,0
2004,Spring,CALS,A ECL,321,FISH BIOLOGY,17,2,12
2005,Spring,CALS,A ECL,321,FISH BIOLOGY,16,1,6
2006,Spring,CALS,A ECL,321,FISH BIOLOGY,14,0,0
2007,Spring,CALS,A ECL,321,FISH BIOLOGY,16,1,6
2008,Spring,CALS,A ECL,321,FISH BIOLOGY,18,0,0
2009,Spring,CALS,A ECL,321,FISH BIOLOGY,13,2,15
2010,Spring,CALS,A ECL,321,FISH BIOLOGY,10,1,10
2011,Spring,CALS,A ECL,321,FISH BIOLOGY,14,1,7
2012,Spring,CALS,A ECL,321,FISH BIOLOGY,14,0,0
2013,Spring,CALS,A ECL,321,FISH BIOLOGY,17,1,6
2014,Spring,CALS,A ECL,321,FISH BIOLOGY,20,0,0
2015,Spring,CALS,A ECL,321,FISH BIOLOGY,21,0,0
2016,Spring,CALS,A ECL,321,FISH BIOLOGY,20,0,0
2017,Spring,CALS,A ECL,321,FISH BIOLOGY,22,0,0
2018,Spring,CALS,A ECL,321,FISH BIOLOGY,26,0,0
2004,Spring,CALS,A ECL,330,INTERPR NAT RESOURC,38,3,8
2005,Spring,CALS,A ECL,330,INTERPR NAT RESOURC,51,3,6
2016,Fall,CALS,A ECL,333,FISHERIES TECHNIQS,9,1,11
2017,Fall,CALS,A ECL,333,FISHERIES TECHNIQS,12,3,25
2014,Fall,CALS,A ECL,333X,FISHERIES TECHNIQUS,12,0,0
2015,Fall,CALS,A ECL,333X,FISHERIES TECHNOLGY,12,0,0
2004,Spring,CALS,A ECL,350,ECOLOG METHDS&ANALY,39,5,13
2005,Spring,CALS,A ECL,350,ECOLOG METHDS&ANALY,41,2,5
2005,Fall,CALS,A ECL,360,NAT HIST AQUA BIOTA,16,2,13
2003,Fall,CALS,A ECL,361,NATURAL HIST FISHES,27,2,7
2004,Fall,CALS,A ECL,361,NATURAL HIST FISHES,30,2,7
2005,Fall,CALS,A ECL,361,NATURAL HIST FISHES,31,1,3
2006,Fall,CALS,A ECL,361,NATURAL HIST FISHES,21,1,5
2004,Spring,CALS,A ECL,362,NATU HIST REPT&AMPH,30,1,3
2005,Spring,CALS,A ECL,362,NATU HIST REPT&AMPH,25,3,12
2006,Spring,CALS,A ECL,362,NATU HIST REPT&AMPH,28,1,4
2004,Spring,CALS,A ECL,363,NATURAL HIST BIRDS,35,0,0
2005,Spring,CALS,A ECL,363,NATURAL HIST BIRDS,43,2,5
2006,Spring,CALS,A ECL,363,NATURAL HIST BIRDS,43,2,5
2003,Fall,CALS,A ECL,364,NATURL HIST MAMMALS,30,3,10
2004,Fall,CALS,A ECL,364,NATURL HIST MAMMALS,30,1,3
2004,Spring,CALS,A ECL,364,NATURL HIST MAMMALS,11,1,9
2005,Fall,CALS,A ECL,364,NATURL HIST MAMMALS,34,1,3
2005,Spring,CALS,A ECL,364,NATURL HIST MAMMALS,19,2,11
2006,Spring,CALS,A ECL,364,NATURL HIST MAMMALS,20,3,15
2005,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,76,25,33
2006,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,73,30,41
2007,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,104,37,36
2008,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,77,18,23
2009,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,113,25,22
2010,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,102,28,27
2011,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,118,42,36
2012,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,110,28,25
2013,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,134,29,22
2014,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,135,46,34
2015,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,148,40,27
2016,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,138,28,20
2017,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,145,40,28
2008,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,34,4,12
2009,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,35,1,3
2010,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,38,3,8
2011,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,43,1,2
2012,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,40,4,10
2013,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,43,4,9
2014,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,40,1,3
2015,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,64,0,0
2016,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,61,2,3
2017,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,63,1,2
2018,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,64,0,0
2007,Spring,CALS,A ECL,366X,NAT HIST IOWA VERTE,43,1,2
2006,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,25,1,4
2007,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,26,8,31
2007,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,26,0,0
2008,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,34,16,47
2009,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,4,13
2010,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,8,25
2011,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,27,4,15
2012,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,1,3
2013,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,38,12,32
2015,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,34,8,24
2016,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,17,1,6
2016,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,34,7,21
2017,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,41,7,17
2004,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,21,1,5
2005,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,14,0,0
2006,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,9,0,0
2007,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,9,0,0
2008,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,19,2,11
2009,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,25,2,8
2010,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
2011,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,8,1,13
2012,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
2013,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,5,0,0
2014,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,3,0,0
2015,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,5,1,20
2016,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,6,0,0
2017,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,6,0,0
2018,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,4,0,0
2003,Fall,CALS,A ECL,410,AQUATIC ECOLOGY,10,1,10
2004,Fall,CALS,A ECL,410,AQUATIC ECOLOGY,27,3,11
2003,Fall,CALS,A ECL,410L,AQUATIC ECOLOGY LAB,7,3,43
2004,Fall,CALS,A ECL,410L,AQUATIC ECOLOGY LAB,23,5,22
2004,Fall,CALS,A ECL,411,ID AQUATIC ORGANSMS,16,1,6
2005,Spring,CALS,A ECL,411,ID AQUATIC ORGANSMS,9,0,0
2004,Spring,CALS,A ECL,413,COMMUNTY ECOLGY&MGT,15,5,33
